,Address,Date,Latitude,Longitude,NumMosquitos,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,most_recent_spray,WnvPresent
2769,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-06-29,41.868,-87.667,3,1,0,0,0,0,0,3650,0
2770,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-07-02,41.868,-87.667,2,0,1,0,0,0,0,3650,0
2771,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-07-02,41.868,-87.667,11,0,0,1,0,0,0,3650,0
2772,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-07-11,41.868,-87.667,27,0,1,0,0,0,0,3650,0
2773,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-07-11,41.868,-87.667,5,0,0,1,0,0,0,3650,0
2774,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-01,41.868,-87.667,19,0,1,0,0,0,0,3650,0
2775,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-01,41.868,-87.667,25,0,1,0,0,0,0,3650,0
2776,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-01,41.868,-87.667,17,0,1,0,0,0,0,3650,1
2777,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-01,41.868,-87.667,3,0,0,1,0,0,0,3650,0
2778,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-01,41.868,-87.667,2,0,0,1,0,0,0,3650,0
2779,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-01,41.868,-87.667,3,0,0,1,0,0,0,3650,0
2780,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-01,41.868,-87.667,4,1,0,0,0,0,0,3650,0
2781,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-01,41.868,-87.667,9,1,0,0,0,0,0,3650,0
2782,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-01,41.868,-87.667,11,1,0,0,0,0,0,3650,0
2783,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-02,41.868,-87.667,10,0,1,0,0,0,0,3650,0
2784,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-02,41.868,-87.667,3,0,0,1,0,0,0,3650,0
2785,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-07,41.868,-87.667,6,0,1,0,0,0,0,3650,0
2786,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-07,41.868,-87.667,5,0,0,1,0,0,0,3650,0
2787,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-07,41.868,-87.667,11,1,0,0,0,0,0,3650,0
2788,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-15,41.868,-87.667,5,0,1,0,0,0,0,3650,0
2789,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-15,41.868,-87.667,3,0,0,1,0,0,0,3650,0
2790,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-15,41.868,-87.667,6,1,0,0,0,0,0,3650,0
2791,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-21,41.868,-87.667,7,0,1,0,0,0,0,3650,0
2792,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-21,41.868,-87.667,7,1,0,0,0,0,0,3650,1
2793,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-08-21,41.868,-87.667,1,0,0,0,0,0,1,3650,0
2794,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-09-05,41.868,-87.667,10,0,1,0,0,0,0,3650,0
2795,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-09-12,41.868,-87.667,1,0,1,0,0,0,0,3650,0
2796,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-09-12,41.868,-87.667,5,1,0,0,0,0,0,3650,0
2797,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-09-19,41.868,-87.667,1,0,1,0,0,0,0,3650,0
2798,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-09-19,41.868,-87.667,2,0,1,0,0,0,0,3650,0
2799,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-09-19,41.868,-87.667,3,1,0,0,0,0,0,3650,0
2800,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-09-24,41.868,-87.667,3,1,0,0,0,0,0,3650,0
2801,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-10-04,41.868,-87.667,30,0,1,0,0,0,0,3650,0
2802,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2007-10-04,41.868,-87.667,10,1,0,0,0,0,0,3650,0
2803,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-05-28,41.868,-87.667,5,0,1,0,0,0,0,3650,0
2804,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-05-28,41.868,-87.667,1,0,0,1,0,0,0,3650,0
2805,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-06-02,41.868,-87.667,11,0,1,0,0,0,0,3650,0
2806,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-06-02,41.868,-87.667,8,0,0,1,0,0,0,3650,0
2807,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-06-02,41.868,-87.667,4,1,0,0,0,0,0,3650,0
2808,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-06-05,41.868,-87.667,1,0,1,0,0,0,0,3650,0
2809,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-06-12,41.868,-87.667,26,0,1,0,0,0,0,3650,0
2810,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-06-15,41.868,-87.667,2,0,0,1,0,0,0,3650,0
2811,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-06-19,41.868,-87.667,11,0,1,0,0,0,0,3650,0
2812,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-06-19,41.868,-87.667,2,0,0,1,0,0,0,3650,0
2813,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-06-26,41.868,-87.667,3,0,1,0,0,0,0,3650,0
2814,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-06-26,41.868,-87.667,5,0,0,1,0,0,0,3650,0
2815,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-06,41.868,-87.667,7,0,1,0,0,0,0,3650,0
2816,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-06,41.868,-87.667,8,0,0,1,0,0,0,3650,0
2817,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-10,41.868,-87.667,38,0,1,0,0,0,0,3650,0
2818,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-10,41.868,-87.667,19,0,0,1,0,0,0,3650,0
2819,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-10,41.868,-87.667,1,1,0,0,0,0,0,3650,0
2820,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-17,41.868,-87.667,23,0,1,0,0,0,0,3650,0
2821,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-17,41.868,-87.667,37,0,0,1,0,0,0,3650,0
2822,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-27,41.868,-87.667,35,0,1,0,0,0,0,3650,0
2823,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-27,41.868,-87.667,16,0,1,0,0,0,0,3650,0
2824,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-27,41.868,-87.667,6,0,0,1,0,0,0,3650,0
2825,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-27,41.868,-87.667,6,1,0,0,0,0,0,3650,0
2826,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-31,41.868,-87.667,8,0,1,0,0,0,0,3650,0
2827,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-07-31,41.868,-87.667,6,0,0,1,0,0,0,3650,0
2828,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-08-07,41.868,-87.667,7,0,1,0,0,0,0,3650,0
2829,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-08-07,41.868,-87.667,1,1,0,0,0,0,0,3650,0
2830,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-08-13,41.868,-87.667,29,0,1,0,0,0,0,3650,1
2831,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-08-13,41.868,-87.667,5,0,0,1,0,0,0,3650,0
2832,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-08-13,41.868,-87.667,1,1,0,0,0,0,0,3650,0
2833,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-08-25,41.868,-87.667,6,0,1,0,0,0,0,3650,0
2834,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-08-25,41.868,-87.667,3,0,1,0,0,0,0,3650,0
2835,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-08-27,41.868,-87.667,2,0,1,0,0,0,0,3650,0
2836,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-09-03,41.868,-87.667,1,0,1,0,0,0,0,3650,0
2837,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-09-17,41.868,-87.667,39,0,1,0,0,0,0,3650,0
2838,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-09-17,41.868,-87.667,6,0,0,1,0,0,0,3650,0
2839,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-09-25,41.868,-87.667,29,0,1,0,0,0,0,3650,0
2840,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-09-25,41.868,-87.667,4,1,0,0,0,0,0,3650,0
2841,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-10-01,41.868,-87.667,3,0,1,0,0,0,0,3650,0
2842,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-10-01,41.868,-87.667,1,0,0,1,0,0,0,3650,0
2843,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2009-10-01,41.868,-87.667,4,1,0,0,0,0,0,3650,0
2844,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-06-10,41.868,-87.667,3,0,1,0,0,0,0,3650,0
2845,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-06-10,41.868,-87.667,1,0,0,1,0,0,0,3650,0
2846,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-06-17,41.868,-87.667,2,0,1,0,0,0,0,3650,0
2847,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-06-17,41.868,-87.667,8,0,0,1,0,0,0,3650,0
2848,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-06-30,41.868,-87.667,50,0,1,0,0,0,0,3650,0
2849,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-06-30,41.868,-87.667,6,0,1,0,0,0,0,3650,0
2850,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-06-30,41.868,-87.667,36,0,1,0,0,0,0,3650,0
2851,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-06-30,41.868,-87.667,3,0,0,1,0,0,0,3650,0
2852,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-06-30,41.868,-87.667,3,1,0,0,0,0,0,3650,0
2853,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-11,41.868,-87.667,16,0,1,0,0,0,0,3650,0
2854,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-11,41.868,-87.667,6,0,0,1,0,0,0,3650,0
2855,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-15,41.868,-87.667,32,0,1,0,0,0,0,3650,0
2856,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-15,41.868,-87.667,27,0,1,0,0,0,0,3650,0
2857,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-15,41.868,-87.667,3,0,0,1,0,0,0,3650,0
2858,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-15,41.868,-87.667,7,1,0,0,0,0,0,3650,0
2859,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-25,41.868,-87.667,28,0,1,0,0,0,0,3650,0
2860,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-25,41.868,-87.667,21,0,0,1,0,0,0,3650,0
2861,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-25,41.868,-87.667,3,1,0,0,0,0,0,3650,0
2862,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-29,41.868,-87.667,16,0,1,0,0,0,0,3650,0
2863,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-07-29,41.868,-87.667,8,0,0,1,0,0,0,3650,1
2864,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-08-05,41.868,-87.667,20,0,1,0,0,0,0,3650,0
2865,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-08-05,41.868,-87.667,6,0,0,1,0,0,0,3650,0
2866,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-08-05,41.868,-87.667,5,1,0,0,0,0,0,3650,0
2867,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-08-12,41.868,-87.667,1,0,1,0,0,0,0,3650,0
2868,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-08-12,41.868,-87.667,1,0,0,1,0,0,0,3650,0
2869,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-08-12,41.868,-87.667,6,1,0,0,0,0,0,3650,0
2870,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-08-26,41.868,-87.667,3,0,1,0,0,0,0,3650,0
2871,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-08-26,41.868,-87.667,2,0,0,1,0,0,0,3650,0
2872,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-08-26,41.868,-87.667,4,1,0,0,0,0,0,3650,0
2873,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-08-26,41.868,-87.667,1,0,0,0,0,0,1,3650,0
2874,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-09-02,41.868,-87.667,8,0,1,0,0,0,0,3650,0
2875,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-09-12,41.868,-87.667,2,0,0,1,0,0,0,3650,0
2876,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-09-12,41.868,-87.667,1,1,0,0,0,0,0,3650,0
2877,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-09-16,41.868,-87.667,3,0,1,0,0,0,0,3650,0
2878,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-09-23,41.868,-87.667,3,0,1,0,0,0,0,3650,0
2879,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2011-09-23,41.868,-87.667,1,0,0,1,0,0,0,3650,0
2880,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-06-14,41.868,-87.667,13,0,0,1,0,0,0,3650,0
2881,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-06-21,41.868,-87.667,2,0,1,0,0,0,0,3650,0
2882,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-06-28,41.868,-87.667,16,0,1,0,0,0,0,3650,0
2883,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-07-08,41.868,-87.667,3,0,1,0,0,0,0,3650,0
2884,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-07-08,41.868,-87.667,4,0,0,1,0,0,0,3650,0
2885,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-07-12,41.868,-87.667,35,0,1,0,0,0,0,3650,0
2886,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-07-12,41.868,-87.667,50,0,1,0,0,0,0,3650,0
2887,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-07-12,41.868,-87.667,27,0,0,1,0,0,0,3650,0
2888,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-07-19,41.868,-87.667,23,0,1,0,0,0,0,3650,0
2889,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-07-19,41.868,-87.667,34,0,0,1,0,0,0,3650,0
2890,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-07-25,41.868,-87.667,22,0,1,0,0,0,0,3650,0
2891,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-07-25,41.868,-87.667,4,0,0,1,0,0,0,3650,0
2892,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-01,41.868,-87.667,24,0,1,0,0,0,0,3650,0
2893,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-01,41.868,-87.667,6,0,0,1,0,0,0,3650,0
2894,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-01,41.868,-87.667,3,1,0,0,0,0,0,3650,0
2895,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-08,41.868,-87.667,21,0,1,0,0,0,0,3650,0
2896,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-08,41.868,-87.667,3,0,0,1,0,0,0,3650,0
2897,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-08,41.868,-87.667,4,1,0,0,0,0,0,3650,0
2898,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-15,41.868,-87.667,9,0,1,0,0,0,0,3650,0
2899,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-22,41.868,-87.667,24,0,1,0,0,0,0,3650,0
2900,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-22,41.868,-87.667,18,0,0,1,0,0,0,3650,0
2901,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-22,41.868,-87.667,7,1,0,0,0,0,0,3650,0
2902,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-29,41.868,-87.667,19,0,1,0,0,0,0,3650,0
2903,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-29,41.868,-87.667,50,0,1,0,0,0,0,3650,0
2904,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-29,41.868,-87.667,50,0,1,0,0,0,0,3650,0
2905,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-29,41.868,-87.667,37,0,1,0,0,0,0,3650,0
2906,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-29,41.868,-87.667,12,0,0,1,0,0,0,3650,1
2907,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-08-29,41.868,-87.667,29,1,0,0,0,0,0,3650,0
2908,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-09-06,41.868,-87.667,14,0,1,0,0,0,0,3650,0
2909,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-09-12,41.868,-87.667,21,1,0,0,0,0,0,3650,1
2910,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-09-19,41.868,-87.667,2,0,1,0,0,0,0,3650,0
2911,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-09-19,41.868,-87.667,6,1,0,0,0,0,0,3650,1
2912,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2013-09-26,41.868,-87.667,2,0,1,0,0,0,0,3650,0
2913,"1100 South State Street, Chicago, IL 60605, USA",2007-06-05,41.869,-87.628,1,0,1,0,0,0,0,3650,0
2914,"1100 South State Street, Chicago, IL 60605, USA",2007-07-02,41.869,-87.628,2,0,0,1,0,0,0,3650,0
2915,"1100 South State Street, Chicago, IL 60605, USA",2007-07-11,41.869,-87.628,5,0,1,0,0,0,0,3650,0
2916,"1100 South State Street, Chicago, IL 60605, USA",2007-07-11,41.869,-87.628,1,1,0,0,0,0,0,3650,0
2917,"1100 South State Street, Chicago, IL 60605, USA",2007-08-01,41.869,-87.628,9,0,1,0,0,0,0,3650,0
2918,"1100 South State Street, Chicago, IL 60605, USA",2007-08-01,41.869,-87.628,1,0,1,0,0,0,0,3650,0
2919,"1100 South State Street, Chicago, IL 60605, USA",2007-08-01,41.869,-87.628,5,0,1,0,0,0,0,3650,0
2920,"1100 South State Street, Chicago, IL 60605, USA",2007-08-01,41.869,-87.628,1,0,0,1,0,0,0,3650,0
2921,"1100 South State Street, Chicago, IL 60605, USA",2007-08-01,41.869,-87.628,1,1,0,0,0,0,0,3650,0
2922,"1100 South State Street, Chicago, IL 60605, USA",2007-08-01,41.869,-87.628,2,1,0,0,0,0,0,3650,0
2923,"1100 South State Street, Chicago, IL 60605, USA",2007-08-02,41.869,-87.628,6,0,1,0,0,0,0,3650,0
2924,"1100 South State Street, Chicago, IL 60605, USA",2007-08-02,41.869,-87.628,3,1,0,0,0,0,0,3650,0
2925,"1100 South State Street, Chicago, IL 60605, USA",2007-08-07,41.869,-87.628,24,0,1,0,0,0,0,3650,0
2926,"1100 South State Street, Chicago, IL 60605, USA",2007-08-07,41.869,-87.628,16,1,0,0,0,0,0,3650,0
2927,"1100 South State Street, Chicago, IL 60605, USA",2007-08-15,41.869,-87.628,3,0,1,0,0,0,0,3650,0
2928,"1100 South State Street, Chicago, IL 60605, USA",2007-08-15,41.869,-87.628,11,1,0,0,0,0,0,3650,0
2929,"1100 South State Street, Chicago, IL 60605, USA",2007-08-22,41.869,-87.628,5,0,1,0,0,0,0,3650,0
2930,"1100 South State Street, Chicago, IL 60605, USA",2007-08-22,41.869,-87.628,1,1,0,0,0,0,0,3650,0
2931,"1100 South State Street, Chicago, IL 60605, USA",2007-08-24,41.869,-87.628,2,0,1,0,0,0,0,3650,0
2932,"1100 South State Street, Chicago, IL 60605, USA",2007-08-24,41.869,-87.628,2,1,0,0,0,0,0,3650,0
2933,"1100 South State Street, Chicago, IL 60605, USA",2007-09-19,41.869,-87.628,1,0,1,0,0,0,0,3650,0
2934,"1100 South State Street, Chicago, IL 60605, USA",2007-09-19,41.869,-87.628,2,1,0,0,0,0,0,3650,0
2935,"1100 South State Street, Chicago, IL 60605, USA",2007-09-24,41.869,-87.628,4,0,1,0,0,0,0,3650,0
2936,"1100 South State Street, Chicago, IL 60605, USA",2007-09-24,41.869,-87.628,3,1,0,0,0,0,0,3650,0
2937,"1100 South State Street, Chicago, IL 60605, USA",2007-10-04,41.869,-87.628,1,0,1,0,0,0,0,3650,0
2938,"1100 South State Street, Chicago, IL 60605, USA",2007-10-04,41.869,-87.628,2,1,0,0,0,0,0,3650,0
2939,"4200 West 127th Street, Alsip, IL 60803, USA",2007-06-05,41.662,-87.725,2,0,1,0,0,0,0,3650,0
2940,"4200 West 127th Street, Alsip, IL 60803, USA",2007-06-05,41.662,-87.725,4,0,0,1,0,0,0,3650,0
2941,"4200 West 127th Street, Alsip, IL 60803, USA",2007-06-05,41.662,-87.725,1,1,0,0,0,0,0,3650,0
2942,"4200 West 127th Street, Alsip, IL 60803, USA",2007-06-26,41.662,-87.725,20,0,1,0,0,0,0,3650,0
2943,"4200 West 127th Street, Alsip, IL 60803, USA",2007-06-26,41.662,-87.725,25,0,0,1,0,0,0,3650,0
2944,"4200 West 127th Street, Alsip, IL 60803, USA",2007-06-26,41.662,-87.725,6,1,0,0,0,0,0,3650,0
2945,"4200 West 127th Street, Alsip, IL 60803, USA",2007-06-29,41.662,-87.725,3,0,0,1,0,0,0,3650,0
2946,"4200 West 127th Street, Alsip, IL 60803, USA",2007-07-02,41.662,-87.725,16,0,1,0,0,0,0,3650,0
2947,"4200 West 127th Street, Alsip, IL 60803, USA",2007-07-02,41.662,-87.725,12,0,0,1,0,0,0,3650,0
2948,"4200 West 127th Street, Alsip, IL 60803, USA",2007-07-02,41.662,-87.725,2,0,0,0,1,0,0,3650,0
2949,"4200 West 127th Street, Alsip, IL 60803, USA",2007-07-11,41.662,-87.725,18,0,1,0,0,0,0,3650,0
2950,"4200 West 127th Street, Alsip, IL 60803, USA",2007-07-11,41.662,-87.725,4,0,0,1,0,0,0,3650,0
2951,"4200 West 127th Street, Alsip, IL 60803, USA",2007-07-11,41.662,-87.725,1,1,0,0,0,0,0,3650,0
2952,"4200 West 127th Street, Alsip, IL 60803, USA",2007-08-01,41.662,-87.725,4,0,1,0,0,0,0,3650,0
