Address,Date,Latitude,Longitude,NumMosquitos,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,most_recent_spray,WnvPresent,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Month,Year,Weather_hot_dry,Weather_normal
"4200 West 127th Street, Alsip, IL 60803, USA",2013-06-07,41.662,-87.725,9,0,0,1,0,0,0,3650,0,2,68,54,61,44,52,4,0, ,0.0,29.26,29.92,8.8,2,9.2,6,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-06-14,41.662,-87.725,7,0,1,0,0,0,0,3650,0,2,76,57,67,50,57,0,2, ,0.0,29.4,30.04,6.0,5,7.8,6,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-06-14,41.662,-87.725,23,0,0,1,0,0,0,3650,0,2,76,57,67,50,57,0,2, ,0.0,29.4,30.04,6.0,5,7.8,6,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-06-21,41.662,-87.725,3,0,1,0,0,0,0,3650,0,2,85,70,78,63,67,0,13,TSRA,0.11,29.39,30.04,7.6,19,9.6,6,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-06-21,41.662,-87.725,17,0,0,1,0,0,0,3650,0,2,85,70,78,63,67,0,13,TSRA,0.11,29.39,30.04,7.6,19,9.6,6,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-06-28,41.662,-87.725,50,0,1,0,0,0,0,3650,0,2,83,68,76,60,65,0,11,RA,0.16,28.97,29.62,9.0,29,9.8,6,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-06-28,41.662,-87.725,7,0,1,0,0,0,0,3650,0,2,83,68,76,60,65,0,11,RA,0.16,28.97,29.62,9.0,29,9.8,6,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-06-28,41.662,-87.725,1,0,0,1,0,0,0,3650,0,2,83,68,76,60,65,0,11,RA,0.16,28.97,29.62,9.0,29,9.8,6,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-07-08,41.662,-87.725,43,0,1,0,0,0,0,3650,0,2,87,71,79,70,72,0,14,RA BR,0.84,29.31,29.95,10.0,22,10.5,7,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-07-12,41.662,-87.725,36,0,0,1,0,0,0,3650,0,2,82,60,71,54,62,0,6, ,0.0,29.44,30.09,4.1,8,5.4,7,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-07-12,41.662,-87.725,1,0,0,0,0,0,1,3650,0,2,82,60,71,54,62,0,6, ,0.0,29.44,30.09,4.1,8,5.4,7,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-07-19,41.662,-87.725,25,0,1,0,0,0,0,3650,0,2,97,75,86,69,75,0,21,TS,0.002,29.17,29.82,13.4,24,13.9,7,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-07-19,41.662,-87.725,36,0,0,1,0,0,0,3650,0,2,97,75,86,69,75,0,21,TS,0.002,29.17,29.82,13.4,24,13.9,7,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-07-25,41.662,-87.725,38,0,1,0,0,0,0,3650,0,2,81,58,70,52,60,0,5, ,0.0,29.39,30.05,2.7,23,3.9,7,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-07-25,41.662,-87.725,17,0,0,1,0,0,0,3650,0,2,81,58,70,52,60,0,5, ,0.0,29.39,30.05,2.7,23,3.9,7,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-01,41.662,-87.725,25,0,1,0,0,0,0,3650,0,2,82,61,72,54,62,0,7, ,0.0,29.29,29.95,6.2,29,7.1,8,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-01,41.662,-87.725,9,0,0,1,0,0,0,3650,0,2,82,61,72,54,62,0,7, ,0.0,29.29,29.95,6.2,29,7.1,8,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-01,41.662,-87.725,8,1,0,0,0,0,0,3650,0,2,82,61,72,54,62,0,7, ,0.0,29.29,29.95,6.2,29,7.1,8,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-08,41.662,-87.725,46,0,1,0,0,0,0,3650,0,2,79,69,74,55,62,0,9, ,0.0,29.33,29.96,10.5,5,10.8,8,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-08,41.662,-87.725,14,0,0,1,0,0,0,3650,0,2,79,69,74,55,62,0,9, ,0.0,29.33,29.96,10.5,5,10.8,8,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-08,41.662,-87.725,1,1,0,0,0,0,0,3650,0,2,79,69,74,55,62,0,9, ,0.0,29.33,29.96,10.5,5,10.8,8,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-15,41.662,-87.725,12,0,1,0,0,0,0,3650,0,2,74,57,66,50,58,0,1, ,0.0,29.47,30.13,4.5,22,5.0,8,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-15,41.662,-87.725,3,0,0,1,0,0,0,3650,0,2,74,57,66,50,58,0,1, ,0.0,29.47,30.13,4.5,22,5.0,8,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-15,41.662,-87.725,3,1,0,0,0,0,0,3650,0,2,74,57,66,50,58,0,1, ,0.0,29.47,30.13,4.5,22,5.0,8,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-22,41.662,-87.725,7,0,1,0,0,0,0,3650,0,2,78,67,73,66,68,0,8,RA,0.36,29.42,30.05,2.5,24,7.0,8,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-22,41.662,-87.725,5,0,0,1,0,0,0,3650,0,2,78,67,73,66,68,0,8,RA,0.36,29.42,30.05,2.5,24,7.0,8,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-22,41.662,-87.725,5,1,0,0,0,0,0,3650,0,2,78,67,73,66,68,0,8,RA,0.36,29.42,30.05,2.5,24,7.0,8,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-08-29,41.662,-87.725,17,0,1,0,0,0,0,3650,0,2,87,69,78,65,69,0,13,FG BR HZ,0.0,29.36,30.0,4.2,10,4.6,8,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-09-06,41.662,-87.725,4,0,1,0,0,0,0,3650,0,2,85,62,74,55,63,0,9, ,0.0,29.44,30.11,4.3,17,6.0,9,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-09-06,41.662,-87.725,4,1,0,0,0,0,0,3650,0,2,85,62,74,55,63,0,9, ,0.0,29.44,30.11,4.3,17,6.0,9,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-09-12,41.662,-87.725,18,1,0,0,0,0,0,3650,1,2,83,63,73,58,64,0,8, ,0.06,29.34,29.97,6.8,34,9.8,9,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-09-19,41.662,-87.725,22,1,0,0,0,0,0,3650,0,2,84,70,77,66,69,0,12,RA BR HZ,0.002,29.21,29.87,7.8,16,10.0,9,2013,0,0
"4200 West 127th Street, Alsip, IL 60803, USA",2013-09-26,41.662,-87.725,6,0,1,0,0,0,0,3650,0,2,75,55,65,52,58,0,0, ,0.0,29.4,30.04,4.1,9,4.6,9,2013,0,1
"4200 West 127th Street, Alsip, IL 60803, USA",2013-09-26,41.662,-87.725,1,1,0,0,0,0,0,3650,0,2,75,55,65,52,58,0,0, ,0.0,29.4,30.04,4.1,9,4.6,9,2013,0,1
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-06-05,41.962,-87.76,1,0,1,0,0,0,0,3650,0,1,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-06-05,41.962,-87.76,2,0,0,1,0,0,0,3650,0,1,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-06-26,41.962,-87.76,1,0,1,0,0,0,0,3650,0,1,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,6,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-06-26,41.962,-87.76,3,0,0,1,0,0,0,3650,0,1,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,6,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-06-29,41.962,-87.76,1,0,0,1,0,0,0,3650,0,1,70,56,63,55,59,2,0, ,0.0,29.41,30.13,7.6,2,8.3,6,2007,0,1
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-07-11,41.962,-87.76,1,0,1,0,0,0,0,3650,0,1,77,62,70,51,59,0,5, ,0.0,29.23,29.93,8.8,30,10.9,7,2007,0,1
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-07-18,41.962,-87.76,1,0,1,0,0,0,0,3650,0,1,85,69,77,68,71,0,12,TSRA RA BR VCTS,1.55,29.11,29.84,9.1,24,10.1,7,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-07-27,41.962,-87.76,4,0,1,0,0,0,0,3650,0,1,83,70,77,68,70,0,12,RA BR HZ,0.17,29.11,29.82,3.0,3,7.9,7,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-07-27,41.962,-87.76,3,0,0,1,0,0,0,3650,0,1,83,70,77,68,70,0,12,RA BR HZ,0.17,29.11,29.82,3.0,3,7.9,7,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-08-01,41.962,-87.76,1,0,1,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-08-01,41.962,-87.76,4,1,0,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-08-01,41.962,-87.76,2,1,0,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-08-07,41.962,-87.76,1,0,1,0,0,0,0,3650,0,1,91,72,82,73,76,0,17,RA BR,1.31,29.06,29.76,6.2,25,9.0,8,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-08-07,41.962,-87.76,1,1,0,0,0,0,0,3650,0,1,91,72,82,73,76,0,17,RA BR,1.31,29.06,29.76,6.2,25,9.0,8,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-08-15,41.962,-87.76,1,0,1,0,0,0,0,3650,0,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-08-15,41.962,-87.76,2,1,0,0,0,0,0,3650,0,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-08-21,41.962,-87.76,1,0,1,0,0,0,0,3650,0,1,87,69,78,70,72,0,13,BR HZ,0.002,29.21,29.91,3.8,18,6.0,8,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-08-24,41.962,-87.76,2,0,1,0,0,0,0,3650,0,1,80,69,75,67,69,0,10,TSRA RA,0.24,29.11,29.82,5.8,25,7.1,8,2007,0,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-09-18,41.962,-87.76,1,0,0,0,0,0,1,3650,0,1,88,63,76,58,65,0,11, ,0.0,29.34,30.06,12.9,19,13.1,9,2007,0,1
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-09-24,41.962,-87.76,1,0,1,0,0,0,0,3650,0,1,90,68,79,63,68,0,14, ,0.0,29.27,29.99,11.4,19,11.9,9,2007,0,1
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-10-04,41.962,-87.76,3,0,1,0,0,0,0,3650,0,1,82,51,67,56,61,0,2,HZ,0.0,29.34,30.04,3.9,17,4.6,10,2007,1,0
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2007-10-04,41.962,-87.76,2,1,0,0,0,0,0,3650,0,1,82,51,67,56,61,0,2,HZ,0.0,29.34,30.04,3.9,17,4.6,10,2007,1,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-06-05,41.953,-87.777,1,0,1,0,0,0,0,3650,0,1,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,2007,0,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-06-05,41.953,-87.777,3,0,0,1,0,0,0,3650,0,1,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,2007,0,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-06-26,41.953,-87.777,4,0,0,1,0,0,0,3650,0,1,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,6,2007,0,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-06-29,41.953,-87.777,1,0,0,1,0,0,0,3650,0,1,70,56,63,55,59,2,0, ,0.0,29.41,30.13,7.6,2,8.3,6,2007,0,1
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-07-02,41.953,-87.777,1,0,1,0,0,0,0,3650,0,1,79,53,66,50,58,0,1, ,0.0,29.49,30.22,5.9,14,8.1,7,2007,0,1
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-07-02,41.953,-87.777,1,0,0,1,0,0,0,3650,0,1,79,53,66,50,58,0,1, ,0.0,29.49,30.22,5.9,14,8.1,7,2007,0,1
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-07-11,41.953,-87.777,1,0,1,0,0,0,0,3650,0,1,77,62,70,51,59,0,5, ,0.0,29.23,29.93,8.8,30,10.9,7,2007,0,1
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-07-11,41.953,-87.777,1,0,0,1,0,0,0,3650,0,1,77,62,70,51,59,0,5, ,0.0,29.23,29.93,8.8,30,10.9,7,2007,0,1
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-07-18,41.953,-87.777,3,0,1,0,0,0,0,3650,0,1,85,69,77,68,71,0,12,TSRA RA BR VCTS,1.55,29.11,29.84,9.1,24,10.1,7,2007,0,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-07-27,41.953,-87.777,3,0,1,0,0,0,0,3650,0,1,83,70,77,68,70,0,12,RA BR HZ,0.17,29.11,29.82,3.0,3,7.9,7,2007,0,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-07-27,41.953,-87.777,1,0,0,1,0,0,0,3650,0,1,83,70,77,68,70,0,12,RA BR HZ,0.17,29.11,29.82,3.0,3,7.9,7,2007,0,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-08-01,41.953,-87.777,1,0,1,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-08-01,41.953,-87.777,4,0,1,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-08-01,41.953,-87.777,3,1,0,0,0,0,0,3650,0,1,92,69,81,62,69,0,16,HZ,0.0,29.29,30.0,3.5,9,4.1,8,2007,1,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-08-07,41.953,-87.777,5,0,1,0,0,0,0,3650,0,1,91,72,82,73,76,0,17,RA BR,1.31,29.06,29.76,6.2,25,9.0,8,2007,0,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-08-07,41.953,-87.777,5,1,0,0,0,0,0,3650,0,1,91,72,82,73,76,0,17,RA BR,1.31,29.06,29.76,6.2,25,9.0,8,2007,0,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-08-15,41.953,-87.777,11,0,1,0,0,0,0,3650,0,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"4000 North Austin Avenue, Chicago, IL 60634, USA",2007-08-15,41.953,-87.777,9,1,0,0,0,0,0,3650,1,1,80,71,76,67,70,0,11,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,8,2007,0,0
"Chicago, IL, USA",2007-06-05,41.878,-87.63,3,0,0,1,0,0,0,3650,0,2,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,2007,0,0
"Chicago, IL, USA",2007-06-26,41.878,-87.63,1,0,0,1,0,0,0,3650,0,2,91,73,82,69,72,0,17,BR HZ,0.002,29.45,30.09,7.3,21,8.1,6,2007,0,0
"Chicago, IL, USA",2007-06-29,41.878,-87.63,1,0,0,1,0,0,0,3650,0,2,71,56,64,56,60,1,0, ,0.0,29.47,30.11,7.4,2,8.2,6,2007,0,1
"Chicago, IL, USA",2007-07-02,41.878,-87.63,1,0,0,0,1,0,0,3650,0,2,77,58,68,50,59,0,3, ,0.0,29.55,30.21,7.4,12,8.5,7,2007,0,1
"Chicago, IL, USA",2007-07-11,41.878,-87.63,3,0,1,0,0,0,0,3650,0,2,77,63,70,51,59,0,5, ,0.0,29.28,29.92,9.1,30,11.2,7,2007,0,1
"Chicago, IL, USA",2007-07-11,41.878,-87.63,1,0,0,1,0,0,0,3650,0,2,77,63,70,51,59,0,5, ,0.0,29.28,29.92,9.1,30,11.2,7,2007,0,1
"Chicago, IL, USA",2007-07-19,41.878,-87.63,1,0,1,0,0,0,0,3650,0,2,82,63,73,62,66,0,8,BR HZ,0.01,29.26,29.88,7.7,36,14.4,7,2007,0,0
"Chicago, IL, USA",2007-07-27,41.878,-87.63,4,0,1,0,0,0,0,3650,0,2,83,70,77,67,70,0,12,RA BR HZ,0.04,29.16,29.8,1.2,36,8.1,7,2007,0,0
"Chicago, IL, USA",2007-07-27,41.878,-87.63,2,0,0,1,0,0,0,3650,0,2,83,70,77,67,70,0,12,RA BR HZ,0.04,29.16,29.8,1.2,36,8.1,7,2007,0,0
"Chicago, IL, USA",2007-08-01,41.878,-87.63,6,0,1,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"Chicago, IL, USA",2007-08-01,41.878,-87.63,7,0,1,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"Chicago, IL, USA",2007-08-01,41.878,-87.63,10,0,1,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"Chicago, IL, USA",2007-08-01,41.878,-87.63,2,0,1,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"Chicago, IL, USA",2007-08-01,41.878,-87.63,1,0,0,1,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"Chicago, IL, USA",2007-08-01,41.878,-87.63,1,0,0,1,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"Chicago, IL, USA",2007-08-01,41.878,-87.63,2,0,0,1,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"Chicago, IL, USA",2007-08-01,41.878,-87.63,1,1,0,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"Chicago, IL, USA",2007-08-01,41.878,-87.63,4,1,0,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"Chicago, IL, USA",2007-08-01,41.878,-87.63,2,1,0,0,0,0,0,3650,0,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,8,2007,0,1
"Chicago, IL, USA",2007-08-07,41.878,-87.63,13,0,1,0,0,0,0,3650,0,2,92,73,83,73,76,0,18,VCTS,0.06,29.11,29.74,6.3,24,8.8,8,2007,0,0
"Chicago, IL, USA",2007-08-07,41.878,-87.63,1,1,0,0,0,0,0,3650,0,2,92,73,83,73,76,0,18,VCTS,0.06,29.11,29.74,6.3,24,8.8,8,2007,0,0
"Chicago, IL, USA",2007-08-07,41.878,-87.63,13,1,0,0,0,0,0,3650,0,2,92,73,83,73,76,0,18,VCTS,0.06,29.11,29.74,6.3,24,8.8,8,2007,0,0
"Chicago, IL, USA",2007-08-07,41.878,-87.63,1,0,0,0,0,0,1,3650,0,2,92,73,83,73,76,0,18,VCTS,0.06,29.11,29.74,6.3,24,8.8,8,2007,0,0
"Chicago, IL, USA",2007-08-15,41.878,-87.63,30,0,1,0,0,0,0,3650,0,2,81,72,77,69,71,0,12,TS TSRA RA BR,0.83,29.23,29.87,4.9,6,7.1,8,2007,0,0
"Chicago, IL, USA",2007-08-15,41.878,-87.63,25,1,0,0,0,0,0,3650,1,2,81,72,77,69,71,0,12,TS TSRA RA BR,0.83,29.23,29.87,4.9,6,7.1,8,2007,0,0
"Chicago, IL, USA",2007-08-21,41.878,-87.63,23,0,1,0,0,0,0,3650,0,2,85,69,77,70,72,0,12,BR,0.01,29.26,29.89,3.5,17,6.0,8,2007,0,0
"Chicago, IL, USA",2007-08-21,41.878,-87.63,4,0,1,0,0,0,0,3650,0,2,85,69,77,70,72,0,12,BR,0.01,29.26,29.89,3.5,17,6.0,8,2007,0,0
"Chicago, IL, USA",2007-08-21,41.878,-87.63,1,0,0,1,0,0,0,3650,0,2,85,69,77,70,72,0,12,BR,0.01,29.26,29.89,3.5,17,6.0,8,2007,0,0
"Chicago, IL, USA",2007-08-21,41.878,-87.63,19,1,0,0,0,0,0,3650,0,2,85,69,77,70,72,0,12,BR,0.01,29.26,29.89,3.5,17,6.0,8,2007,0,0
"Chicago, IL, USA",2007-08-24,41.878,-87.63,2,0,1,0,0,0,0,3650,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,0.2,29.16,29.81,5.5,25,7.3,8,2007,0,0
"Chicago, IL, USA",2007-08-24,41.878,-87.63,8,0,1,0,0,0,0,3650,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,0.2,29.16,29.81,5.5,25,7.3,8,2007,0,0
"Chicago, IL, USA",2007-08-24,41.878,-87.63,1,1,0,0,0,0,0,3650,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,0.2,29.16,29.81,5.5,25,7.3,8,2007,0,0
"Chicago, IL, USA",2007-08-24,41.878,-87.63,1,1,0,0,0,0,0,3650,0,2,81,69,75,67,69,0,10,TS TSRA RA BR,0.2,29.16,29.81,5.5,25,7.3,8,2007,0,0
"Chicago, IL, USA",2007-09-18,41.878,-87.63,1,0,1,0,0,0,0,3650,0,2,89,66,78,57,65,0,13, ,0.0,29.41,30.05,12.5,19,12.8,9,2007,0,1
"Chicago, IL, USA",2007-09-18,41.878,-87.63,1,1,0,0,0,0,0,3650,0,2,89,66,78,57,65,0,13, ,0.0,29.41,30.05,12.5,19,12.8,9,2007,0,1
"Chicago, IL, USA",2007-09-19,41.878,-87.63,1,1,0,0,0,0,0,3650,0,2,84,68,76,59,65,0,11, ,0.0,29.47,30.09,3.5,25,9.0,9,2007,0,1
"Chicago, IL, USA",2007-09-24,41.878,-87.63,1,0,1,0,0,0,0,3650,0,2,91,71,81,62,69,0,16, ,0.0,29.34,29.98,10.0,19,10.5,9,2007,0,1
"Chicago, IL, USA",2007-09-24,41.878,-87.63,2,0,1,0,0,0,0,3650,0,2,91,71,81,62,69,0,16, ,0.0,29.34,29.98,10.0,19,10.5,9,2007,0,1
"Chicago, IL, USA",2007-10-04,41.878,-87.63,3,1,0,0,0,0,0,3650,0,2,83,56,70,56,62,0,5, ,0.0,29.39,30.03,4.6,17,5.9,10,2007,0,1
"Chicago, IL, USA",2009-06-19,41.878,-87.63,1,0,1,0,0,0,0,3650,0,2,88,66,77,68,70,0,12,TS TSRA RA BR,0.87,29.03,29.68,6.3,18,10.5,6,2009,0,0
"Chicago, IL, USA",2009-06-26,41.878,-87.63,1,0,1,0,0,0,0,3650,0,2,86,72,79,61,67,0,14, ,0.0,29.2,29.83,6.4,4,8.0,6,2009,0,1
"Chicago, IL, USA",2009-06-26,41.878,-87.63,2,0,0,1,0,0,0,3650,0,2,86,72,79,61,67,0,14, ,0.0,29.2,29.83,6.4,4,8.0,6,2009,0,1
"Chicago, IL, USA",2009-07-06,41.878,-87.63,1,0,0,1,0,0,0,3650,0,2,85,63,74,54,63,0,9, ,0.0,29.2,29.84,4.2,30,5.5,7,2009,0,1
"Chicago, IL, USA",2009-07-17,41.878,-87.63,1,0,1,0,0,0,0,3650,0,2,70,58,64,52,57,1,0,RA,0.002,29.21,29.86,10.1,29,10.4,7,2009,0,0
"Chicago, IL, USA",2009-07-24,41.878,-87.63,1,0,0,1,0,0,0,3650,0,2,83,62,73,60,65,0,8,TSRA RA,0.19,29.14,29.82,8.7,23,9.6,7,2009,0,0
"Chicago, IL, USA",2009-09-03,41.878,-87.63,1,0,1,0,0,0,0,3650,0,2,75,57,66,55,60,0,1,BR,0.0,29.48,30.14,5.2,6,5.9,9,2009,0,0
"Chicago, IL, USA",2009-09-03,41.878,-87.63,1,0,0,0,1,0,0,3650,0,2,75,57,66,55,60,0,1,BR,0.0,29.48,30.14,5.2,6,5.9,9,2009,0,0
"Chicago, IL, USA",2009-09-17,41.878,-87.63,2,0,1,0,0,0,0,3650,0,2,71,54,63,51,57,2,0, ,0.0,29.51,30.17,4.5,8,5.4,9,2009,0,1
"Chicago, IL, USA",2011-06-17,41.878,-87.63,2,0,0,1,0,0,0,3650,0,2,82,64,73,60,65,0,8, ,0.0,29.18,29.81,5.3,7,6.2,6,2011,0,1
"Chicago, IL, USA",2011-06-24,41.878,-87.63,1,0,1,0,0,0,0,3650,0,2,68,60,64,55,59,1,0, ,0.0,29.13,29.76,8.5,29,8.7,6,2011,0,1
"Chicago, IL, USA",2011-06-24,41.878,-87.63,2,0,0,1,0,0,0,3650,0,2,68,60,64,55,59,1,0, ,0.0,29.13,29.76,8.5,29,8.7,6,2011,0,1
"Chicago, IL, USA",2011-06-30,41.878,-87.63,1,0,1,0,0,0,0,3650,0,2,89,66,78,61,67,0,13,TS TSRA RA VCTS,0.03,29.34,29.99,9.2,16,10.6,6,2011,0,0
"Chicago, IL, USA",2011-07-11,41.878,-87.63,2,0,1,0,0,0,0,3650,0,2,90,70,80,70,74,0,15,TSRA BR,0.13,29.18,29.81,5.3,24,8.0,7,2011,0,0
"Chicago, IL, USA",2011-07-11,41.878,-87.63,1,0,0,1,0,0,0,3650,0,2,90,70,80,70,74,0,15,TSRA BR,0.13,29.18,29.81,5.3,24,8.0,7,2011,0,0
